actorid,name,sex,fname,lname
603573,"Green, Denis (I)",M,Denis,Green
603591,"Green, Dick (I)",M,Dick,Green
603617,"Green, Duke",M,Duke,Green
603697,"Green, G.C. 'Benny'",M,GC,Green
603742,"Green, Greg (I)",M,Greg,Green
603765,"Green, Harry (I)",M,Harry,Green
603800,"Green, Ivan",M,Ivan,Green
603830,"Green, James 'Cannonball'",M,James,Green
603835,"Green, James (VIII)",M,James,Green
603866,"Green, Jason (II)",M,Jason,Green
603879,"Green, Jay (I)",M,Jay,Green
603954,"Green, Jimmy Mel",M,Jimmy,Green
603965,"Green, Joel (I)",M,Joel,Green
603967,"Green, Joey (I)",M,Joey,Green
603993,"Green, John Patrick",M,John,Green
603999,"Green, Johnny (V)",M,Johnny,Green
604086,"Green, Keith (IX)",M,Keith,Green
604127,"Green, Larry (II)",M,Larry,Green
604128,"Green, Larry (IV)",M,Larry,Green
604131,"Green, Lars (II)",M,Lars,Green
604132,"Green, Lawrence (I)",M,Lawrence,Green
604133,"Green, Lawrence (II)",M,Lawrence,Green
604134,"Green, Lawrence (III)",M,Lawrence,Green
604147,"Green, Leif (I)",M,Leif,Green
604194,"Green, Marrett",M,Marrett,Green
604235,"Green, Maury",M,Maury,Green
604240,"Green, Mel (I)",M,Mel,Green
604247,"Green, Michael (IV)",M,Michael,Green
604271,"Green, Michael W. (I)",M,Michael,Green
604327,"Green, Nigel (I)",M,Nigel,Green
604347,"Green, Pat (I)",M,Pat,Green
604359,"Green, Paul 'Cowboy'",M,Paul,Green
604386,"Green, Peter (I)",M,Peter,Green
604424,"Green, Raymond (II)",M,Raymond,Green
604430,"Green, Reginald (II)",M,Reginald,Green
604438,"Green, Reuben",M,Reuben,Green
604439,"Green, Reverend Ervin",M,Reverend,Green
604530,"Green, Russell E.",M,Russell,Green
604545,"Green, Sam (I)",M,Sam,Green
604564,"Green, Scott Patrick",M,Scott,Green
604571,"Green, Seth",M,Seth,Green
604590,"Green, Simon (I)",M,Simon,Green
604662,"Green, Terry (I)",M,Terry,Green
604676,"Green, Thurman",M,Thurman,Green
604679,"Green, Tim (I)",M,Tim,Green
604705,"Green, Tom (III)",M,Tom,Green
604761,"Green, Walton (II)",M,Walton,Green
604773,"Green, Will (I)",M,Will,Green
604791,"Green, William E. (I)",M,William,Green
604812,"Green, Zenovia",M,Zenovia,Green
604856,"Greenaway, David (I)",M,David,Greenaway
604867,"Greenaway, Peter",M,Peter,Greenaway
604914,"Greenberg, Ari (I)",M,Ari,Greenberg
604929,"Greenberg, Bryan (II)",M,Bryan,Greenberg
604956,"Greenberg, Ed (I)",M,Ed,Greenberg
604968,"Greenberg, Gary (IV)",M,Gary,Greenberg
604972,"Greenberg, Glenn",M,Glenn,Greenberg
604977,"Greenberg, Hank (I)",M,Hank,Greenberg
605010,"Greenberg, Jerry Tov",M,Jerry,Greenberg
605020,"Greenberg, Joseph",M,Joseph,Greenberg
605029,"Greenberg, L. Jerry",M,L,Greenberg
605031,"Greenberg, Leon",M,Leon,Greenberg
605054,"Greenberg, Mitch (II)",M,Mitch,Greenberg
605055,"Greenberg, Mitchell (I)",M,Mitchell,Greenberg
605061,"Greenberg, Paul (I)",M,Paul,Greenberg
605065,"Greenberg, Paul (VII)",M,Paul,Greenberg
605081,"Greenberg, Robert (II)",M,Robert,Greenberg
605097,"Greenberg, Stanley",M,Stanley,Greenberg
605098,"Greenberg, Stephen (II)",M,Stephen,Greenberg
605101,"Greenberg, Steve (V)",M,Steve,Greenberg
605132,"Greenblatt, Joshua",M,Joshua,Greenblatt
605138,"Greenblatt, Shon",M,Shon,Greenblatt
605145,"Greenbud, Sid",M,Sid,Greenbud
605159,"Greenbury, Andrew",M,Andrew,Greenbury
605161,"Greenbury, Nicholas",M,Nicholas,Greenbury
605162,"Greenbush, Clay",M,Clay,Greenbush
605169,"Greene Jr., Benjamin",M,Benjamin,
605174,"Greene Jr., Willie J.",M,Willie,Greene 
605205,"Greene, Arlon G.",M,Arlon,Greene
605211,"Greene, Barry (I)",M,Barry,Greene
605220,"Greene, Bill (I)",M,Bill,Greene
605225,"Greene, Billy M.",M,Billy,Greene
605228,"Greene, Bob (III)",M,Bob,Greene
605240,"Greene, Brian (V)",M,Brian,Greene
605269,"Greene, Christopher (VII)",M,Christopher,Greene
605288,"Greene, Daniel (I)",M,Daniel,Greene
605289,"Greene, Daniel E.",M,Daniel,Greene
605323,"Greene, Donnie",M,Donnie,Greene
605356,"Greene, Fred (II)",M,Fred,Greene
605358,"Greene, Frederick 'Dennis'",M,Frederick,Greene
605360,"Greene, Gary (I)",M,Gary,Greene
605371,"Greene, Gordon (II)",M,Gordon,Greene
605373,"Greene, Graham (II)",M,Graham,Greene
605376,"Greene, H. Richard",M,H,Greene
605381,"Greene, Harold (II)",M,Harold,Greene
605384,"Greene, Harrison (I)",M,Harrison,Greene
605412,"Greene, James (I)",M,James,Greene
605413,"Greene, James (III)",M,James,Greene
605419,"Greene, James R.",M,James,Greene
605434,"Greene, Jeff (I)",M,Jeff,Greene
605471,"Greene, Jon E.",M,Jon,Greene
605476,"Greene, Joseph J.",M,Joseph,Greene
605518,"Greene, Leon",M,Leon,Greene
605522,"Greene, Lorne",M,Lorne,Greene
605528,"Greene, Marty",M,Marty,Greene
605536,"Greene, Matthew (I)",M,Matthew,Greene
605544,"Greene, Michael (I)",M,Michael,Greene
605581,"Greene, Peter (I)",M,Peter,Greene
605582,"Greene, Peter (II)",M,Peter,Greene
605602,"Greene, Richard (I)",M,Richard,Greene
605639,"Greene, Shecky",M,Shecky,Greene
605675,"Greene, Tom (I)",M,Tom,Greene
605707,"Greene, William (I)",M,William,Greene
605709,"Greene, William E.",M,William,Greene
605725,"Greener, Chris",M,Chris,Greener
605755,"Greenfield, Bruce (II)",M,Bruce,Greenfield
605780,"Greenfield, Jerald A.",M,Jerald,Greenfield
605784,"Greenfield, Larry (I)",M,Larry,Greenfield
605790,"Greenfield, Mark (II)",M,Mark,Greenfield
605812,"Greenfield, Ronald E.",M,Ronald,Greenfield
605822,"Greenfield, Van",M,Van,Greenfield
605881,"Greenhill, Mitch",M,Mitch,Greenhill
605912,"Greenhut, Hakiem (I)",M,Hakiem,Greenhut
605943,"Greening, Jack",M,Jack,Greening
605973,"Greenleaf, Jim (I)",M,Jim,Greenleaf
605977,"Greenleaf, Mace",M,Mace,Greenleaf
605981,"Greenleaf, Raymond",M,Raymond,Greenleaf
605990,"Greenlee, David",M,David,Greenlee
606014,"Greenly, Theo",M,Theo,Greenly
606015,"Greenman, Alvin",M,Alvin,Greenman
606019,"Greenman, Jeff (I)",M,Jeff,Greenman
606033,"Greeno, Paul",M,Paul,Greeno
606035,"Greenop, Corrie",M,Corrie,Greenop
606043,"Greenough, Rick",M,Rick,Greenough
606052,"Greenquist, Brad",M,Brad,Greenquist
606089,"Greenspan, David (I)",M,David,Greenspan
606130,"Greenstein, David",M,David,Greenstein
606139,"Greenstein, Mac",M,Mac,Greenstein
606145,"Greenstein, Steve",M,Steve,Greenstein
606156,"Greenstreet, Sydney",M,Sydney,Greenstreet
606189,"Greenwald, Sanford E.",M,Sanford,Greenwald
606220,"Greenway, Guy",M,Guy,Greenway
606239,"Greenway, Tom",M,Tom,Greenway
606256,"Greenwell, Stuart",M,Stuart,Greenwell
606282,"Greenwood, Bruce (I)",M,Bruce,Greenwood
606291,"Greenwood, Christopher (I)",M,Christopher,Greenwood
606299,"Greenwood, Daniel D.",M,Daniel,Greenwood
606310,"Greenwood, Edwin",M,Edwin,Greenwood
606321,"Greenwood, Hugh",M,Hugh,Greenwood
606350,"Greenwood, Martin (I)",M,Martin,Greenwood
606370,"Greenwood, Peter (I)",M,Peter,Greenwood
606427,"Greer, Ben (I)",M,Ben,Greer
606456,"Greer, Dabbs",M,Dabbs,Greer
606490,"Greer, Jeff (I)",M,Jeff,Greer
606506,"Greer, Kevin Scott",M,Kevin,Greer
606511,"Greer, Larry (I)",M,Larry,Greer
606522,"Greer, Michael (I)",M,Michael,Greer
606542,"Greer, Sonny",M,Sonny,Greer
606550,"Greer, Stuart",M,Stuart,Greer
606560,"Greer, William (II)",M,William,Greer
606561,"Greer, William H.",M,William,Greer
606578,"Greet, Christopher",M,Christopher,Greet
606594,"Greeves, Vernon",M,Vernon,Greeves
606647,"Greg, Cody",M,Cody,Greg
606650,"Greg, Pavel",M,Pavel,Greg
606711,"Gregg, Bradley",M,Bradley,Gregg
606717,"Gregg, Clark",M,Clark,Gregg
606720,"Gregg, David (I)",M,David,Gregg
606749,"Gregg, Juan Carlos",M,Juan,Gregg
606778,"Gregg, Roger",M,Roger,Gregg
606803,"Greggio, Ezio",M,Ezio,Greggio
606807,"Greggory, Pascal",M,Pascal,Greggory
606861,"Gregor, Adam",M,Adam,Gregor
606888,"Gregor, Kevin",M,Kevin,Gregor
606952,"Gregoric, Boris",M,Boris,Gregoric
607046,"Gregory, Allen",M,Allen,Gregory
607048,"Gregory, Andre",M,Andre,Gregory
607065,"Gregory, Benji",M,Benji,Gregory
607111,"Gregory, Constantine",M,Constantine,Gregory
607153,"Gregory, Doane",M,Doane,Gregory
607158,"Gregory, Dorian",M,Dorian,Gregory
607174,"Gregory, Fred P.",M,Fred,Gregory
607187,"Gregory, Haywood",M,Haywood,Gregory
607192,"Gregory, Jack (I)",M,Jack,Gregory
607197,"Gregory, James (I)",M,James,Gregory
607231,"Gregory, Ken (I)",M,Ken,Gregory
607234,"Gregory, Kent",M,Kent,Gregory
607272,"Gregory, Michael (I)",M,Michael,Gregory
607295,"Gregory, Nick (I)",M,Nick,Gregory
607301,"Gregory, Paul (II)",M,Paul,Gregory
607309,"Gregory, Peter (I)",M,Peter,Gregory
607413,"Gregory, Wendell",M,Wendell,Gregory
607416,"Gregory, Will (II)",M,Will,Gregory
607445,"Gregson, John (I)",M,John,Gregson
607479,"Gregorio, Carlos",M,Carlos,Gregorio
607502,"Greidanus, Aus",M,Aus,Greidanus
607518,"Greif, George (I)",M,George,Greif
607532,"Greif, Zooey",M,Zooey,Greif
607568,"Greig, Joseph (I)",M,Joseph,Greig
607573,"Greig, Robert",M,Robert,Greig
607582,"Greigh, Bo",M,Bo,Greigh
607649,"Greir, Michael",M,Michael,Greir
607717,"Grelis, Martin",M,Martin,Grelis
607741,"Greller, Howard",M,Howard,Greller
607750,"Grellis, Brian",M,Brian,Grellis
607751,"Grellman, Jeffrey",M,Jeffrey,Grellman
607779,"Gremmels, Becket",M,Becket,Gremmels
607827,"Grenet, Bernard",M,Bernard,Grenet
607845,"Grenier, Adrian",M,Adrian,Grenier
607846,"Grenier, Alexandre",M,Alexandre,Grenier
607878,"Grenier, Paul (I)",M,Paul,Grenier
607883,"Grenier, Philippe (I)",M,Philippe,Grenier
607897,"Grenier, Zach",M,Zach,Grenier
607913,"Grennan, Ed",M,Ed,Grennan
607920,"Grennan, Sean",M,Sean,Grennan
607926,"Grennell, Aiden",M,Aiden,Grennell
607931,"Grennell, Nick",M,Nick,Grennell
607944,"Grenrock, Joshua",M,Joshua,Grenrock
607957,"Grenville, Lewis",M,Lewis,Grenville
608006,"Gresham, James (I)",M,James,Gresham
608015,"Gresik, Alan",M,Alan,Gresik
608031,"Gress, Googy",M,Googy,Gress
608083,"Gretler, Heinrich",M,Heinrich,Gretler
608098,"Gretton, David",M,David,Gretton
608118,"Gretzky, Glen",M,Glen,Gretzky
608123,"Gretzky, Wayne",M,Wayne,Gretzky
608170,"Grevemberg Jr., Robert",M,Robert,
608190,"Grevioux, Kevin",M,Kevin,Grevioux
608225,"Grewal, Kumall",M,Kumall,Grewal
608231,"Grewal, Shiv",M,Shiv,Grewal
608264,"Grey, Alexis",M,Alexis,Grey
608282,"Grey, Buff",M,Buff,Grey
608315,"Grey, Duane",M,Duane,Grey
608343,"Grey, Gilley",M,Gilley,Grey
608368,"Grey, Joel",M,Joel,Grey
608386,"Grey, Larry (I)",M,Larry,Grey
608392,"Grey, Lizzie",M,Lizzie,Grey
608397,"Grey, Martin",M,Martin,Grey
608409,"Grey, Mike (I)",M,Mike,Grey
608428,"Grey, Ray",M,Ray,Grey
608439,"Grey, Ruthaford",M,Ruthaford,Grey
608497,"Greyeyes, Michael",M,Michael,Greyeyes
608525,"Greyson, Phil",M,Phil,Greyson
608528,"Greytak, Eugene",M,Eugene,Greytak
608533,"Greywolf, Tommy",M,Tommy,Greywolf
608568,"Grgic, Goran",M,Goran,Grgic
608617,"Gribble, Bill",M,Bill,Gribble
608625,"Gribbon, Eddie",M,Eddie,Gribbon
608675,"Grice, Nigel",M,Nigel,Grice
608705,"Grider, Geoffrey",M,Geoffrey,Grider
608752,"Grieco, Dominick (I)",M,Dominick,Grieco
608772,"Grieco, Richard (I)",M,Richard,Grieco
608778,"Grief, Mike",M,Mike,Grief
608811,"Griem, Helmut",M,Helmut,Griem
608837,"Grier, David Alan",M,David,Grier
608859,"Grier, Roosevelt",M,Roosevelt,Grier
608876,"Grierson, Ralph",M,Ralph,Grierson
608884,"Gries, Jon",M,Jon,Gries
608915,"Griesemer, John",M,John,Griesemer
608943,"Griesser, Matt",M,Matt,Griesser
609006,"Grifasi, Joe",M,Joe,Grifasi
609032,"Griffen, John (II)",M,John,Griffen
609048,"Griffey Jr., Ken",M,Ken,
609070,"Griffin Jr., Eddie",M,Eddie,
609074,"Griffin, Aaron (I)",M,Aaron,Griffin
609120,"Griffin, Bob (II)",M,Bob,Griffin
609147,"Griffin, Carlton",M,Carlton,Griffin
609155,"Griffin, Charles (I)",M,Charles,Griffin
609198,"Griffin, Dan (I)",M,Dan,Griffin
609206,"Griffin, David (I)",M,David,Griffin
609239,"Griffin, Eddie (I)",M,Eddie,Griffin
609262,"Griffin, Garrett",M,Garrett,Griffin
609277,"Griffin, Gerry",M,Gerry,Griffin
609290,"Griffin, Henry (II)",M,Henry,Griffin
609302,"Griffin, Jack (I)",M,Jack,Griffin
609333,"Griffin, Jerry",M,Jerry,Griffin
609335,"Griffin, Jesse",M,Jesse,Griffin
609349,"Griffin, John (III)",M,John,Griffin
609369,"Griffin, Johnny (I)",M,Johnny,Griffin
609391,"Griffin, Ken (IV)",M,Ken,Griffin
609409,"Griffin, Laurence",M,Laurence,Griffin
609422,"Griffin, Maceo",M,Maceo,Griffin
609450,"Griffin, Merv",M,Merv,Griffin
609517,"Griffin, Peter (I)",M,Peter,Griffin
609522,"Griffin, Ples",M,Ples,Griffin
609547,"Griffin, Rory (I)",M,Rory,Griffin
609553,"Griffin, S.A.",M,SA,Griffin
609556,"Griffin, Scott (II)",M,Scott,Griffin
609582,"Griffin, Steve (I)",M,Steve,Griffin
609605,"Griffin, Thomas (V)",M,Thomas,Griffin
609609,"Griffin, Tim (I)",M,Tim,Griffin
609631,"Griffin, Tony (I)",M,Tony,Griffin
609653,"Griffin, Wilbur",M,Wilbur,Griffin
609671,"Griffing, A.C.",M,AC,Griffing
609681,"Griffis, Dale W.",M,Dale,Griffis
609683,"Griffis, Guy",M,Guy,Griffis
609701,"Griffith, Andy (I)",M,Andy,Griffith
609703,"Griffith, Anthony",M,Anthony,Griffith
609718,"Griffith, Bill (I)",M,Bill,Griffith
609721,"Griffith, Billy (I)",M,Billy,Griffith
609740,"Griffith, Charles B.",M,Charles,Griffith
609751,"Griffith, Dan (I)",M,Dan,Griffith
609769,"Griffith, Ed (I)",M,Ed,Griffith
609805,"Griffith, Hugh (I)",M,Hugh,Griffith
609813,"Griffith, James (I)",M,James,Griffith
609820,"Griffith, Jason (II)",M,Jason,Griffith
609857,"Griffith, Kenneth (I)",M,Kenneth,Griffith
609858,"Griffith, Kenneth (II)",M,Kenneth,Griffith
609880,"Griffith, Michael (III)",M,Michael,Griffith
609891,"Griffith, Otis",M,Otis,Griffith
609897,"Griffith, Peter (I)",M,Peter,Griffith
609906,"Griffith, Raymond (I)",M,Raymond,Griffith
609925,"Griffith, Scott (II)",M,Scott,Griffith
609933,"Griffith, Steven",M,Steven,Griffith
609937,"Griffith, Thomas Ian",M,Thomas,Griffith
609940,"Griffith, Tom (VI)",M,Tom,Griffith
609952,"Griffith, William (IV)",M,William,Griffith
610000,"Griffiths, Chuck",M,Chuck,Griffiths
610025,"Griffiths, Derek (I)",M,Derek,Griffiths
610037,"Griffiths, Fred",M,Fred,Griffiths
610054,"Griffiths, Jack",M,Jack,Griffiths
610092,"Griffiths, Llyr Huws",M,Llyr,Griffiths
610109,"Griffiths, Michael (II)",M,Michael,Griffiths
610134,"Griffiths, Raymond",M,Raymond,Griffiths
610135,"Griffiths, Reg",M,Reg,Griffiths
610140,"Griffiths, Richard (I)",M,Richard,Griffiths
610155,"Griffiths, Ron (I)",M,Ron,Griffiths
610198,"Griffitts, Todd",M,Todd,Griffitts
610202,"Griffo, Joseph S.",M,Joseph,Griffo
610244,"Grigg, Chris",M,Chris,Grigg
610262,"Griggs, Andy (I)",M,Andy,Griggs
610299,"Griggs, Paige Carl",M,Paige,Griggs
610309,"Griggs, Robin",M,Robin,Griggs
610314,"Griggs, Tim",M,Tim,Griggs
610379,Grigori,M,Grigori,
610399,"Grigoriev, Andrei",M,Andrei,Grigoriev
610485,"Grigoryev, Spiridon",M,Spiridon,Grigoryev
610500,"Grigsby, Garon",M,Garon,Grigsby
610515,"Grigsby, Roger (I)",M,Roger,Grigsby
610615,"Grillo Jr., William",M,William,
610652,"Grillo, John (I)",M,John,Grillo
610665,"Grillo, Nicola",M,Nicola,Grillo
610668,"Grillo, Robert",M,Robert,Grillo
610682,"Grillo, William",M,William,Grillo
610688,"Grills, Gano",M,Gano,Grills
610692,"Grilo, Aldo",M,Aldo,Grilo
610763,"Grimaldi, C. Scott",M,C,Grimaldi
610764,"Grimaldi, Dan",M,Dan,Grimaldi
610839,"Grimblat, Timothee",M,Timothee,Grimblat
610876,"Grimes, Chester",M,Chester,Grimes
610880,"Grimes, Clyde",M,Clyde,Grimes
610893,"Grimes, Earl",M,Earl,Grimes
610898,"Grimes, Frank (I)",M,Frank,Grimes
610909,"Grimes, James W.",M,James,Grimes
610962,"Grimes, Scott",M,Scott,Grimes
610969,"Grimes, Stephen B.",M,Stephen,Grimes
610982,"Grimes, Ty",M,Ty,Grimes
611005,"Grimm, Charlie (II)",M,Charlie,Grimm
611061,"Grimm, Mista",M,Mista,Grimm
611078,"Grimm, Tim",M,Tim,Grimm
611110,"Grimmett, Bill",M,Bill,Grimmett
611137,"Grimsby, Roger",M,Roger,Grimsby
611151,"Grimshaw, Jim",M,Jim,Grimshaw
611221,"Grinage, Mark",M,Mark,Grinage
611268,"Grindemann, Wolfgang",M,Wolfgang,Grindemann
611340,"Grinko, Nikolay (I)",M,Nikolay,Grinko
611348,"Grinn, Pride",M,Pride,Grinn
611350,"Grinnage, Jack",M,Jack,Grinnage
611364,"Grinner, Harty",M,Harty,Grinner
611436,"Grippo, Carmine",M,Carmine,Grippo
611439,"Grippo, Joe Lo",M,Joe,Grippo
611457,"Grisa, Miro",M,Miro,Grisa
611461,"Grisaffi, Joe (I)",M,Joe,Grisaffi
611598,"Grissett, Geoffrey I.",M,Geoffrey,Grissett
611631,"Grisson, Lowell Gregory",M,Lowell,Grisson
611666,"Griswold, Kenny (I)",M,Kenny,Griswold
611706,"Gritten, Michael",M,Michael,Gritten
611740,"Grives, Steven",M,Steven,Grives
611744,"Grivna, Bill",M,Bill,Grivna
611745,"Grivna, Lawrence",M,Lawrence,Grivna
611758,Griz (II),M,Griz,
611770,"Grizzard, George",M,George,Grizzard
611801,"Grkovic, Walter",M,Walter,Grkovic
611917,"Grochau, Bob",M,Bob,Grochau
611918,"Grochau, Robert",M,Robert,Grochau
611925,"Grocholski, Czeslaw",M,Czeslaw,Grocholski
611937,"Grochowski, Stanislaw",M,Stanislaw,Grochowski
611959,"Groden, Robert J.",M,Robert,Groden
611968,"Grodin, Charles",M,Charles,Grodin
612001,"Grodenchik, Max",M,Max,Grodenchik
612014,"Groelle, Damien",M,Damien,Groelle
612055,"Groener, Harry",M,Harry,Groener
612185,"Grogan, Robert",M,Robert,Grogan
612206,"Groh III, Michael",M,Michael,III
612211,"Groh, David",M,David,Groh
612221,"Groh, Michael",M,Michael,Groh
612232,"Grohl, David",M,David,Grohl
612263,"Grojean, Joe",M,Joe,Grojean
612287,"Groll, Florentin",M,Florentin,Groll
612357,"Gromoff, Brian",M,Brian,Gromoff
612392,"Gromyko, Andrei",M,Andrei,Gromyko
612459,"Grones, Royce",M,Royce,Grones
612503,"Gronwald, Norbert",M,Norbert,Gronwald
612505,"Gronwall, Murray",M,Murray,Gronwall
612533,"Groom, Jim (II)",M,Jim,Groom
612536,"Groom, Matthew (I)",M,Matthew,Groom
612551,"Groombridge, Derek",M,Derek,Groombridge
612559,"Groome, Malcolm",M,Malcolm,Groome
612564,"Groomes, Gary",M,Gary,Groomes
612582,"Grooms, Roger",M,Roger,Grooms
612587,"Grooney, Ernest",M,Ernest,Grooney
612665,"Gropper, Allan",M,Allan,Gropper
612705,"Grosby, David",M,David,Grosby
612716,"Grosche, Erwin",M,Erwin,Grosche
612771,"Grosh, Ralph",M,Ralph,Grosh
612835,"Gross, Arnold (I)",M,Arnold,Gross
612837,"Gross, Arthur",M,Arthur,Gross
612838,"Gross, Arye",M,Arye,Gross
612904,"Gross, David (II)",M,David,Gross
612920,"Gross, Edan",M,Edan,Gross
612932,"Gross, Garry",M,Garry,Gross
612934,"Gross, Gene",M,Gene,Gross
612941,"Gross, Gil (I)",M,Gil,Gross
613035,"Gross, Mark (I)",M,Mark,Gross
613036,"Gross, Mark J.",M,Mark,Gross
613052,"Gross, Michael (I)",M,Michael,Gross
613058,"Gross, Michael (XIII)",M,Michael,Gross
613077,"Gross, Oded",M,Oded,Gross
613081,"Gross, Otto",M,Otto,Gross
613100,"Gross, Richard (I)",M,Richard,Gross
613222,"Grossfeld, Eric",M,Eric,Grossfeld
613248,"Grossi, Jeff",M,Jeff,Grossi
613249,"Grossi, Jeffrey",M,Jeffrey,Grossi
613330,"Grossman, Gary (I)",M,Gary,Grossman
613362,"Grossman, Lee (I)",M,Lee,Grossman
613384,"Grossman, Paul (I)",M,Paul,Grossman
613413,"Grossman, Ted (I)",M,Ted,Grossman
613416,"Grossman, Todd (I)",M,Todd,Grossman
613450,"Grossmith, Lawrence",M,Lawrence,Grossmith
613466,"Grosso, Guy",M,Guy,Grosso
613483,"Grosso, Sonny",M,Sonny,Grosso
613538,"Grote, Andy",M,Andy,Grote
613556,"Grote, Vernon",M,Vernon,Grote
613601,"Groth, Sylvester",M,Sylvester,Groth
613626,"Grotheim, David",M,David,Grotheim
613629,"Grothgar, Stephan",M,Stephan,Grothgar
613730,"Group, Blair Farrington",M,Blair,Group
613745,"Group, Mitchell",M,Mitchell,Group
613777,"Grout, James (I)",M,James,Grout
613813,"Grove, David-Paul",M,David Paul,Grove
613855,"Grove, Richard (I)",M,Richard,Grove
613869,"Grove, William",M,William,Grove
613891,"Grover, Danny (I)",M,Danny,Grover
613898,"Grover, Edward",M,Edward,Grover
613902,"Grover, George (I)",M,George,Grover
613905,"Grover, Gulshan",M,Gulshan,Grover
613918,"Grover, Johnny",M,Johnny,Grover
613925,"Grover, Kevin (I)",M,Kevin,Grover
613931,"Grover, Max",M,Max,Grover
613952,"Grover, Stanley",M,Stanley,Grover
613974,"Groves, Charles",M,Charles,Groves
614073,"Grow, Emerson",M,Emerson,Grow
614077,"Grow, Lincoln",M,Lincoln,Grow
614090,"Grower, Russell",M,Russell,Grower
614096,"Growney, John",M,John,Growney
614099,"Growney, Robert",M,Robert,Growney
614180,"Grosskurth, Kurt (I)",M,Kurt,Grosskurth
614246,"Grubb, Robert",M,Robert,Grubb
614264,"Grubbs, Gary",M,Gary,Grubbs
614282,"Grubbs, Tom (I)",M,Tom,Grubbs
614287,"Grube, Charles J.",M,Charles,Grube
614362,"Gruber, Howard",M,Howard,Gruber
614431,"Gruber, Terry DeRoy",M,Terry,Gruber
614478,"Grubman, Alan",M,Alan,Grubman
614479,"Grubman, Ira F.",M,Ira,Grubman
614542,"Grudt, Gregory (I)",M,Gregory,Grudt
614559,"Grueber, Charles",M,Charles,Grueber
614576,"Gruen, Samuel",M,Samuel,Gruen
614586,"Gruenberg, Don",M,Don,Gruenberg
614640,"Gruffudd, Ioan",M,Ioan,Gruffudd
614643,"Gruffydd, Arwel",M,Arwel,Gruffydd
614672,"Grujic, Nedeljko",M,Nedeljko,Grujic
614702,"Grumbach, Anthony",M,Anthony,Grumbach
614703,"Grumbach, Denis",M,Denis,Grumbach
614712,"Grumberg, Jean-Claude",M,Jean Claude,Grumberg
614732,"Grummel, Bob",M,Bob,Grummel
614754,"Grunberg, Brad",M,Brad,Grunberg
614755,"Grunberg, Greg",M,Greg,Grunberg
614848,"Grundy, Arthur",M,Arthur,Grundy
614850,"Grundy, Bill",M,Bill,Grundy
614851,"Grundy, Bob",M,Bob,Grundy
614860,"Grundy, Edward",M,Edward,Grundy
614878,"Grundy, Peter (II)",M,Peter,Grundy
614880,"Grundy, Rueben",M,Rueben,Grundy
614890,"Grunebaum, Amos",M,Amos,Grunebaum
614905,"Gruner, Mark",M,Mark,Gruner
614909,"Gruner, Peter",M,Peter,Gruner
614939,"Grunfeld, Ernie",M,Ernie,Grunfeld
614958,"Grunke, Tom",M,Tom,Grunke
615000,"Grunwald, Dorin",M,Dorin,Grunwald
615001,"Grunwald, Ernie",M,Ernie,Grunwald
615037,"Grupe, Winfried H.",M,Winfried,Grupe
615255,"Gryff, Stefan",M,Stefan,Gryff
615256,"Grygar, Jan",M,Jan,Grygar
615299,"Gryski, Damian",M,Damian,Gryski
615329,"Grzegorek, Jakub",M,Jakub,Grzegorek
615376,"Grzmocinski, Lech",M,Lech,Grzmocinski
615423,"Grabner, Steffen",M,Steffen,Grabner
615450,"Grecault, Jean",M,Jean,Grecault
615489,"Grevill, Laurent",M,Laurent,Grevill
615505,"Groszman, Peter",M,Peter,Groszman
615561,"Gronemeyer, Herbert",M,Herbert,Gronemeyer
615706,"Gronvall, Christian",M,Christian,Gronvall
615718,"Gruber, Klaus-Michael",M,Klaus Michael,Gruber
615757,"Grundgens, Gustaf",M,Gustaf,Grundgens
615797,"Grunmandl, Otto",M,Otto,Grunmandl
615872,"Gu, Bao-ming",M,Bao ming,Gu
615886,"Gu, Junguo",M,Junguo,Gu
615902,"Gu, Xiao Yang",M,Xiao,Gu
615904,"Gu, Xijun",M,Xijun,Gu
615908,"Gu, Xuejun",M,Xuejun,Gu
615992,"Guaetta, Albano",M,Albano,Guaetta
616012,"Guaita-Ausonia, Mario",M,Mario,Guaita Ausonia
616035,"Guajardo, Robert",M,Robert,Guajardo
616064,"Gualco, Fred",M,Fred,Gualco
616207,"Guard, Christopher",M,Christopher,Guard
616211,"Guard, Dominic",M,Dominic,Guard
616212,"Guard, Kit",M,Kit,Guard
616227,"Guardabascio, Luca",M,Luca,Guardabascio
616275,"Guardino, Charles",M,Charles,Guardino
616280,"Guardino, Harry",M,Harry,Guardino
616288,"Guardino, Larry",M,Larry,Guardino
616368,"Guarino Jr., Michael",M,Michael,
616409,"Guarino, Walter",M,Walter,Guarino
616436,"Guarneri, Miles",M,Miles,Guarneri
616473,"Guarrera, Alessandro",M,Alessandro,Guarrera
616506,"Guastaferro, Dominic",M,Dominic,Guastaferro
616507,"Guastaferro, Joe",M,Joe,Guastaferro
616509,"Guastaferro, Vincent",M,Vincent,Guastaferro
616541,"Guay, Kenny",M,Kenny,Guay
